0.029139246 172.16.105.1:8554 172.16.106.1:50188 52 0x1e56d19 0x1e53489 3 2147483647 32256 138930 29184 11001 54593 4344
0.063204037 172.16.105.1:8554 172.16.106.1:50188 60 0x1e56d19 0x1e53489 4 2147483647 35328 141331 29184 18309 45747 5792
0.101855764 172.16.105.1:8554 172.16.106.1:50188 60 0x1e56d19 0x1e53489 5 2147483647 37888 141331 29184 9155 45747 7240
0.133892334 172.16.105.1:8554 172.16.106.1:50188 60 0x1e56d19 0x1e53489 6 2147483647 40960 141331 29184 9155 45747 8688
0.159564069 172.16.105.1:8554 172.16.106.1:50188 60 0x1e57869 0x1e53489 7 2147483647 44032 141331 29184 9155 45747 10136
0.215079535 172.16.105.1:8554 172.16.106.1:50188 52 0x1e583b9 0x1e53489 8 2147483647 46592 159734 29184 30103 71117 11584
0.231382883 172.16.105.1:8554 172.16.106.1:50188 52 0x1e583b9 0x1e53489 7 2147483647 49664 159734 29184 38135 71117 10136
0.264212329 172.16.105.1:8554 172.16.106.1:50188 44 0x1e58f09 0x1e53489 8 2147483647 52736 159734 29184 38135 71117 11584
0.293162839 172.16.105.1:8554 172.16.106.1:50188 32 0x1e59a59 0x1e53489 9 2147483647 55296 159734 29184 19065 71117 13032
0.353664739 172.16.105.1:8554 172.16.106.1:50188 44 0x1e5a717 0x1e56d19 11 2147483647 58368 192643 29184 28600 119154 15928
0.383297141 172.16.105.1:8554 172.16.106.1:50188 44 0x1e5acbf 0x1e56d19 12 2147483647 58368 192643 29184 28600 119154 17376
0.434924561 172.16.105.1:8554 172.16.106.1:50188 44 0x1e5b267 0x1e56d19 13 2147483647 58368 192643 29184 28600 119154 18824
0.441582573 172.16.105.1:8554 172.16.106.1:50188 44 0x1e5b80f 0x1e56d19 14 2147483647 58368 192643 29184 28600 119154 20272
0.492788497 172.16.105.1:8554 172.16.106.1:50188 44 0x1e5bdb7 0x1e56d19 15 2147483647 58368 192643 29184 28600 119154 21720
0.515784486 172.16.105.1:8554 172.16.106.1:50188 44 0x1e5c35f 0x1e56d19 16 2147483647 58368 192643 29184 28600 119154 23168
0.548830932 172.16.105.1:8554 172.16.106.1:50188 32 0x1e5c35f 0x1e56d19 16 2147483647 58368 192643 29184 28600 119154 23168
0.589105006 172.16.105.1:8554 172.16.106.1:50188 32 0x1e5ceaf 0x1e572c1 17 2147483647 61440 220429 29184 41874 144939 24616
0.600927420 172.16.105.1:8554 172.16.106.1:50188 44 0x1e5ceaf 0x1e57869 18 2147483647 64000 249777 29184 41351 167399 26064
0.610846552 172.16.105.1:8554 172.16.106.1:50188 32 0x1e5d457 0x1e57869 18 2147483647 67072 273725 29184 42648 173445 26064
0.695586824 172.16.105.1:8554 172.16.106.1:50188 44 0x1e5e54f 0x1e583b9 18 2147483647 70144 295920 29184 44919 174474 26064
0.722561249 172.16.105.1:8554 172.16.106.1:50188 44 0x1e5e54f 0x1e583b9 18 2147483647 70144 295920 29184 44919 174474 26064
0.767055742 172.16.105.1:8554 172.16.106.1:50188 32 0x1e5eaf7 0x1e583b9 18 2147483647 72704 321834 29184 43160 182683 26064
0.786719893 172.16.105.1:8554 172.16.106.1:50188 32 0x1e5f09f 0x1e58f09 18 2147483647 75776 348564 29184 43249 190474 26064
0.805134470 172.16.105.1:8554 172.16.106.1:50188 32 0x1e5f09f 0x1e594b1 18 2147483647 78848 370307 29184 44338 186341 26064
0.839623413 172.16.105.1:8554 172.16.106.1:50188 32 0x1e5fbef 0x1e59a59 18 2147483647 81408 391634 29184 45506 182409 26064
0.850655335 172.16.105.1:8554 172.16.106.1:50188 32 0x1e60197 0x1e5a001 18 2147483647 84480 410988 29184 45044 175515 26064
0.859154634 172.16.105.1:8554 172.16.106.1:50188 32 0x1e60197 0x1e5a5a9 19 2147483647 87552 429302 29184 46750 168264 27512
0.941867045 172.16.105.1:8554 172.16.106.1:50188 32 0x1e60f32 0x1e5a717 20 2147483647 90112 446388 29184 48606 160371 28960
0.951497820 172.16.105.1:8554 172.16.106.1:50188 32 0x1e60f32 0x1e5acbf 20 2147483647 93184 462041 29184 48606 151584 28960
0.998863541 172.16.105.1:8554 172.16.106.1:50188 32 0x1e614da 0x1e5b267 20 2147483647 96256 475312 29184 48606 140230 28960
1.012043339 172.16.105.1:8554 172.16.106.1:50188 32 0x1e61a82 0x1e5b80f 20 2147483647 98816 486391 29184 48784 127331 28960
1.052652958 172.16.105.1:8554 172.16.106.1:50188 32 0x1e625d2 0x1e5bdb7 20 2147483647 101888 495819 29184 48784 114353 28960
1.102301619 172.16.105.1:8554 172.16.106.1:50188 32 0x1e62b7a 0x1e5c35f 20 2147483647 104960 503825 29184 49139 101777 28960
1.127303651 172.16.105.1:8554 172.16.106.1:50188 32 0x1e62b7a 0x1e5c907 20 2147483647 107520 510032 29184 49139 88747 28960
1.174716332 172.16.105.1:8554 172.16.106.1:50188 32 0x1e636ca 0x1e5ceaf 20 2147483647 110592 515922 29184 49139 78340 28960
1.223406720 172.16.105.1:8554 172.16.106.1:50188 44 0x1e63c72 0x1e5d457 20 2147483647 113664 522001 29184 49139 70914 28960
1.236886024 172.16.105.1:8554 172.16.106.1:50188 32 0x1e63c72 0x1e5d457 20 2147483647 116224 528395 29184 49139 65973 28960
1.278277164 172.16.105.1:8554 172.16.106.1:50188 32 0x1e647c2 0x1e5dfa7 20 2147483647 119296 535675 29184 49139 64039 28960
1.310095023 172.16.105.1:8554 172.16.106.1:50188 32 0x1e64d6a 0x1e5e54f 20 2147483647 122368 542214 29184 49139 61108 28960
1.339853004 172.16.105.1:8554 172.16.106.1:50188 32 0x1e65312 0x1e5eaf7 20 2147483647 124928 546374 29184 49139 54150 28960
1.403833736 172.16.105.1:8554 172.16.106.1:50188 32 0x1e65e62 0x1e5f09f 20 2147483647 128000 549284 29184 49139 46434 28960
1.431838481 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6640a 0x1e5f647 20 2147483647 130560 554816 29184 49139 45889 28960
1.456046751 172.16.105.1:8554 172.16.106.1:50188 32 0x1e669b2 0x1e5fbef 20 2147483647 133632 563157 29184 49139 51098 28960
1.460446943 172.16.105.1:8554 172.16.106.1:50188 32 0x1e66f5a 0x1e60197 20 2147483647 136704 568494 29184 49139 48998 28960
1.493860336 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6712e 0x1e603e2 20 2147483647 139264 572593 29184 49139 44946 28960
1.537868284 172.16.105.1:8554 172.16.106.1:50188 32 0x1e676d6 0x1e6098a 20 2147483647 142336 576480 29184 49139 41484 28960
1.570820558 172.16.105.1:8554 172.16.106.1:50188 32 0x1e67c7e 0x1e60f32 20 2147483647 145408 580381 29184 49139 38915 28960
1.612119908 172.16.105.1:8554 172.16.106.1:50188 32 0x1e68226 0x1e614da 20 2147483647 147968 582909 29184 49139 34242 28960
1.658541611 172.16.105.1:8554 172.16.106.1:50188 44 0x1e687ce 0x1e61a82 20 2147483647 151040 585288 29184 49139 30440 28960
1.669789594 172.16.105.1:8554 172.16.106.1:50188 32 0x1e68d76 0x1e61a82 20 2147483647 154112 588174 29184 49139 28603 28960
1.702092555 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6931e 0x1e625d2 20 2147483647 156672 592106 29184 49139 29315 28960
1.736417575 172.16.105.1:8554 172.16.106.1:50188 32 0x1e698c6 0x1e62b7a 20 2147483647 159744 594584 29184 49139 26943 28960
1.778150534 172.16.105.1:8554 172.16.106.1:50188 32 0x1e69e6e 0x1e63122 20 2147483647 162816 595912 29184 49139 22862 28960
1.814419410 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6a416 0x1e636ca 20 2147483647 165376 597411 29184 49139 20145 28960
1.872239922 172.16.105.1:8554 172.16.106.1:50188 44 0x1e6a9be 0x1e63c72 20 2147483647 168448 598266 29184 49139 16818 28960
1.882171460 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6af66 0x1e63c72 20 2147483647 171520 601243 29184 49139 18568 28960
1.925364848 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6b50e 0x1e647c2 20 2147483647 174080 605089 29184 49139 21619 28960
1.957220965 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6bab6 0x1e64d6a 20 2147483647 177152 608849 29184 49139 23734 28960
2.004205007 172.16.105.1:8554 172.16.106.1:50188 44 0x1e6c05e 0x1e65312 20 2147483647 180224 611124 29184 49139 22351 28960
2.024509726 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6c606 0x1e65312 20 2147483647 182272 613990 29184 49139 22494 28960
2.063941606 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6cbae 0x1e65e62 20 2147483647 182272 619036 29184 49139 26963 28960
2.096818653 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6d156 0x1e6640a 20 2147483647 182272 623376 29184 49139 28902 28960
2.123925282 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6d6fe 0x1e669b2 20 2147483647 182272 626284 29184 49139 27493 28960
2.150204538 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6dca6 0x1e66f5a 20 2147483647 182272 631484 29184 49139 31020 28960
2.164549349 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6e24e 0x1e6712e 20 2147483647 182272 638770 29184 49139 37837 28960
2.216183818 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6e7f6 0x1e676d6 20 2147483647 182272 642761 29184 49139 36359 28960
2.259743756 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6ed9e 0x1e67c7e 20 2147483647 182272 647206 29184 49139 36160 28960
2.293861754 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6f346 0x1e68226 20 2147483647 182272 652422 29184 49139 37552 28960
2.331052004 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6f8ee 0x1e687ce 20 2147483647 182272 656088 29184 49139 35496 28960
2.366348405 172.16.105.1:8554 172.16.106.1:50188 32 0x1e6fe96 0x1e68d76 20 2147483647 182272 658143 29184 49139 30731 28960
2.397633712 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7043e 0x1e6931e 20 2147483647 182272 662946 29184 49139 32655 28960
2.481790980 172.16.105.1:8554 172.16.106.1:50188 32 0x1e70f8e 0x1e69e6e 20 2147483647 182272 671294 29184 49139 33027 28960
2.518971759 172.16.105.1:8554 172.16.106.1:50188 32 0x1e71536 0x1e6a416 20 2147483647 182272 675339 29184 49139 32860 28960
2.597460708 172.16.105.1:8554 172.16.106.1:50188 32 0x1e71ade 0x1e6a9be 20 2147483647 182272 678992 29184 49139 31951 28960
2.650791796 172.16.105.1:8554 172.16.106.1:50188 32 0x1e72086 0x1e6af66 20 2147483647 182272 684772 29184 49139 35522 28960
2.739752196 172.16.105.1:8554 172.16.106.1:50188 32 0x1e72bd6 0x1e6bab6 20 2147483647 182272 695254 29184 49139 47607 28960
2.794822035 172.16.105.1:8554 172.16.106.1:50188 32 0x1e73726 0x1e6c606 20 2147483647 182272 706166 29184 49139 57528 28960
2.839364356 172.16.105.1:8554 172.16.106.1:50188 32 0x1e74276 0x1e6d156 20 2147483647 182272 714181 29184 49139 59177 28960
2.885401657 172.16.105.1:8554 172.16.106.1:50188 32 0x1e74dc6 0x1e6dca6 20 2147483647 182272 717728 29184 40477 51476 28960
2.984915843 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7576f 0x1e6e7f6 20 2147483647 182272 719914 29184 40173 42979 28960
3.061226105 172.16.105.1:8554 172.16.106.1:50188 32 0x1e762bf 0x1e6f346 20 2147483647 182272 726017 29184 39934 44441 28960
3.131911696 172.16.105.1:8554 172.16.106.1:50188 32 0x1e76e0f 0x1e6fe96 20 2147483647 182272 731187 29184 39660 43670 28960
3.184469542 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7795f 0x1e709e6 20 2147483647 182272 735485 29184 39439 41349 28960
3.259343874 172.16.105.1:8554 172.16.106.1:50188 32 0x1e784af 0x1e71536 20 2147483647 182272 736909 29184 41156 33859 28960
3.285633786 172.16.105.1:8554 172.16.106.1:50188 32 0x1e78a57 0x1e72086 20 2147483647 182272 737344 29184 39931 26264 28960
3.360489373 172.16.105.1:8554 172.16.106.1:50188 32 0x1e79b4f 0x1e72bd6 20 2147483647 182272 707971 29184 37402 31891 28960
3.383922606 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7a0f7 0x1e73726 20 2147483647 182272 697067 29184 39371 33620 28960
3.423181513 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7ac47 0x1e74276 20 2147483647 182272 672496 29184 39622 37589 28960
3.438665004 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7ac47 0x1e7481e 20 2147483647 182272 661412 29184 38453 39185 28960
3.474047450 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7b1ef 0x1e74dc6 20 2147483647 182272 653648 29184 40477 39902 28960
3.503912648 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7b7c5 0x1e751c7 20 2147483647 182272 645523 29184 38164 40686 28960
3.545658279 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7bd6d 0x1e7576f 20 2147483647 182272 636543 29184 38164 41659 28960
3.563234310 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7bd6d 0x1e75d17 20 2147483647 182272 627069 29184 38164 42726 28960
3.599158365 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7c315 0x1e762bf 20 2147483647 182272 617819 29184 38590 43703 28960
3.635368117 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7c315 0x1e76867 20 2147483647 182272 607835 29184 38590 44833 28960
3.669341550 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7ce65 0x1e76e0f 20 2147483647 182272 600003 29184 38590 45390 28960
3.711623078 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7d40d 0x1e773b7 20 2147483647 182272 592182 29184 38590 45927 28960
3.743492121 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7d9b5 0x1e7795f 20 2147483647 182272 585842 29184 38590 46076 28960
3.794707762 172.16.105.1:8554 172.16.106.1:50188 32 0x1e7e505 0x1e77f07 20 2147483647 182272 579269 29184 38590 46280 28960
