0.000000027 0
0.137066685 0
0.138762868 74
0.142563060 148
0.314053601 0
0.325681391 1514
0.337509417 3028
0.349336633 4542
0.361164923 6056
0.372996577 6056
0.381101598 6056
0.381258358 6146
0.384821366 6224
0.387188143 6224
0.396649995 7738
0.398816862 9252
0.408467952 9252
0.410646848 10766
0.420304312 10766
0.422476306 10766
0.434300006 12112
0.446133969 10598
0.447356668 12112
0.452668619 12112
0.457962949 13626
0.458986437 15140
0.464302482 15140
0.469788263 16654
0.470812198 18168
0.476129523 18168
0.481613188 19682
0.482642565 21196
0.487959083 21196
0.493442798 22710
0.494470297 24224
0.499785145 24224
0.506300862 25738
0.511615079 25738
0.518129270 27252
0.523438716 27252
0.524491790 28766
0.527497338 28901
0.529958788 30415
0.541785925 30415
0.552828578 30415
0.553610311 31929
0.571593558 30415
0.571982633 31929
0.589427972 31929
0.604377911 30415
0.620765273 30415
0.628002282 30415
0.635663821 31929
0.639628162 31929
0.656473226 31929
0.668347464 31929
0.679970347 31929
0.697715046 30415
0.703126419 31929
0.709695369 31929
0.714753554 33443
0.722910504 33443
0.728577189 34957
0.739097000 34957
0.752206960 34957
0.763988335 34822
0.766613643 35185
0.778093936 35185
0.778437752 36699
0.788581253 36699
0.793101395 38213
0.799236894 38213
0.818133181 36699
0.829260470 36699
0.829758082 38213
0.832352992 39727
0.845742408 39727
0.855949070 38604
0.871932255 38604
0.872389040 40118
0.883553684 40118
0.886646926 41632
0.898480008 40514
0.902944104 40514
0.910306530 42028
0.913549384 42028
0.922125774 43542
0.933958817 43542
0.945786944 43542
0.952237330 43542
0.965994499 43542
0.986574704 42028
0.993688977 43542
0.998200199 43542
1.000390133 45056
1.013103951 45056
1.029116831 45056
1.033483289 45056
1.063737279 43179
1.071186081 43179
1.083429749 43179
1.092114855 43179
1.121750143 41665
1.135358059 41665
1.151834137 40151
1.173319925 39353
1.174640947 40867
1.177733832 40867
1.228052923 35929
1.238850428 37443
1.252141855 35929
1.256542954 37443
1.279245374 35929
1.305677628 34415
1.316518826 34415
1.326453542 34415
1.326719435 35929
1.343966691 35929
1.357481078 35929
1.390201044 32445
1.398263494 32445
1.401828527 33959
1.405247079 35473
1.405255156 35563
1.409220917 34119
1.412381627 35633
1.413651301 37147
1.424019198 37147
1.425478286 38661
1.437308925 38661
1.441247041 38661
1.451617304 40014
1.463446345 40014
1.475274376 40014
1.476926361 40421
1.487097558 40421
1.490901826 41935
1.503056508 41935
1.506811982 43449
1.518439965 43449
1.534156762 41935
1.547699629 41935
1.556133354 41935
1.564707625 43449
1.585864016 41935
1.588411027 43449
1.598542596 43449
1.612781987 43449
1.626600497 43449
1.638225498 43449
1.646125982 43905
1.652812491 43905
1.657747451 45419
1.667617594 45419
1.693644711 43745
1.700734911 43745
1.706756556 45259
1.722235574 43745
1.730698115 45259
1.730748750 46773
1.745822078 45008
1.767944431 43655
1.774118384 45169
1.786319739 45169
1.797946687 45169
1.799509947 46683
1.821266050 45169
1.827499698 45169
1.832899905 46683
1.839127875 46683
1.844723315 48197
1.856543807 48197
1.868972576 48197
1.874714199 47444
1.874842425 48958
1.879036665 50472
1.890878134 49520
1.906426359 49520
1.907638465 49520
1.919264066 49520
1.939140800 49520
1.942346493 51034
1.947163898 51034
1.953969585 52548
1.961797830 52548
1.963835258 54062
1.977044496 54062
1.989112335 54062
1.989115378 55576
2.001063712 55576
2.012840308 55576
2.026658894 54062
2.033087204 55576
2.038397297 55576
2.045102112 57090
2.047549729 57180
2.066826741 55666
2.076757469 55666
2.078447397 57180
2.088388325 57431
2.088940200 58945
2.100217888 58945
2.108196671 58945
2.112033021 60459
2.125152703 60459
2.126267114 61973
2.136781102 61973
2.148967424 61973
2.165996207 60459
2.172642263 61973
2.181721941 61973
2.182014589 63487
2.185446322 64713
2.202611277 63199
2.203034777 64713
2.213721623 64713
2.229057088 64713
2.242274883 64713
2.251895470 65466
2.263524204 65466
2.263602989 66980
2.267697672 66980
2.279321253 67932
2.280505979 69446
2.292136709 69446
2.294542073 69446
2.306166779 69446
2.306432923 70960
2.314722354 72474
2.318062220 72474
2.326346602 73988
2.335193471 73988
2.346812729 73988
2.347272354 75502
2.348586948 77016
2.357126390 77016
2.360251913 78303
2.374630804 78303
2.381776839 78303
2.387221159 79817
2.393402800 79817
2.412431829 79817
2.419654284 79817
2.428646713 79817
2.428807151 81331
2.431345789 82845
2.453455384 81331
2.459221582 82845
2.466706339 82845
2.469855042 84359
2.470845357 85873
2.478331050 85873
2.491786556 85873
2.500295895 85783
2.505993598 87297
2.508828165 87297
2.527528887 87297
2.537093475 87297
2.546361256 87297
2.556380851 87297
2.581330785 85783
2.586248135 87297
2.613282748 85783
2.628709067 84269
2.631736662 85783
2.650464698 84269
2.660138642 85783
2.673138963 85783
2.677531204 85783
2.697064838 84557
2.702387071 86071
2.714574574 86071
2.728400988 86071
2.740027283 86071
2.751388139 86071
2.762180822 86071
2.774995078 86071
2.787313272 86071
2.799244833 86071
2.813626445 84557
2.817852495 86071
2.834903295 86071
2.846126408 86071
2.871469266 84557
2.878049793 84557
2.893596748 84557
2.906055483 84557
2.912740506 84557
2.914728080 86071
2.930464152 86071
2.940764734 86071
2.962732498 84557
2.976402661 84784
2.989093517 83270
