0.023648096 172.16.105.1:8554 172.16.106.1:52806 52 0x73da0399 0x73d9a3f9 11 2147483647 49664 164343 29184 24332 45757
0.063768250 172.16.105.1:8554 172.16.106.1:52806 52 0x73da0399 0x73d9ba79 11 2147483647 52736 175587 29184 45547 56807
0.098429980 172.16.105.1:8554 172.16.106.1:52806 40 0x73da0399 0x73d9ba79 10 2147483647 55296 190440 29184 45547 72310
0.216286307 172.16.105.1:8554 172.16.106.1:52806 60 0x73da0399 0x73d9cb59 9 2147483647 61440 216109 29184 52743 83348
0.242134492 172.16.105.1:8554 172.16.106.1:52806 60 0x73da0399 0x73d9cb59 8 2147483647 64000 227772 29184 52743 85837
0.267376229 172.16.105.1:8554 172.16.106.1:52806 60 0x73da0ed9 0x73d9cb59 9 2147483647 67072 241214 29184 52743 91262
0.305434045 172.16.105.1:8554 172.16.106.1:52806 60 0x73da553c 0x73d9cb59 24 2147483647 70144 256126 29184 52743 98270
0.339319769 172.16.105.1:8554 172.16.106.1:52806 60 0x73da553c 0x73d9d699 12 2147483647 72704 273936 29184 52743 109323
0.364249148 172.16.105.1:8554 172.16.106.1:52806 60 0x73da553c 0x73d9d699 13 2147483647 75776 293754 29184 52743 121628
0.385276418 172.16.105.1:8554 172.16.106.1:52806 52 0x73da553c 0x73d9e1d9 14 2147483647 78848 314210 29184 52743 132133
0.407769196 172.16.105.1:8554 172.16.106.1:52806 52 0x73da553c 0x73d9e1d9 15 2147483647 81408 334734 29184 52743 140149
0.415809395 172.16.105.1:8554 172.16.106.1:52806 40 0x73da553c 0x73d9e1d9 15 2147483647 84480 355504 29184 52743 146651
0.443171263 172.16.105.1:8554 172.16.106.1:52806 52 0x73da5adc 0x73da0399 16 2147483647 87552 374684 29184 54051 148349
0.484822478 172.16.105.1:8554 172.16.106.1:52806 52 0x73da5adc 0x73da0399 13 2147483647 87552 374684 29184 54051 148349
0.816235411 172.16.105.1:8554 172.16.106.1:52806 40 0x73da7c9c 0x73da0939 21 2147483647 90112 396060 29184 26534 154013
0.830311691 172.16.105.1:8554 172.16.106.1:52806 52 0x73da7c9c 0x73da0ed9 16 2147483647 93184 418311 29184 27745 160013
0.841976171 172.16.105.1:8554 172.16.106.1:52806 60 0x73da7c9c 0x73da0ed9 17 2147483647 96256 436382 29184 28295 156151
0.849990868 172.16.105.1:8554 172.16.106.1:52806 60 0x73da7c9c 0x73da0ed9 15 2147483647 98816 453654 29184 30240 151658
0.868364123 172.16.105.1:8554 172.16.106.1:52806 60 0x73da7c9c 0x73da0ed9 16 2147483647 101888 469771 29184 32310 145976
0.888124766 172.16.105.1:8554 172.16.106.1:52806 60 0x73da931c 0x73da0ed9 20 2147483647 104960 486166 29184 33732 142273
0.896106875 172.16.105.1:8554 172.16.106.1:52806 60 0x73daa99c 0x73da0ed9 23 2147483647 107520 502981 29184 34991 140334
0.915705634 172.16.105.1:8554 172.16.106.1:52806 60 0x73daa99c 0x73da0ed9 20 2147483647 110592 518691 29184 36849 136670
0.938878706 172.16.105.1:8554 172.16.106.1:52806 60 0x73daa99c 0x73da2559 18 20 113664 534892 29184 37969 134905
0.963196108 172.16.105.1:8554 172.16.106.1:52806 60 0x73daa99c 0x73da2559 16 20 116224 551960 29184 38815 135315
0.986431401 172.16.105.1:8554 172.16.106.1:52806 60 0x73daaf3c 0x73da2559 20 20 119296 569936 29184 39539 137438
1.012422179 172.16.105.1:8554 172.16.106.1:52806 52 0x73daaf3c 0x73da2559 17 20 122368 588566 29184 40276 140340
1.047086259 172.16.105.1:8554 172.16.106.1:52806 40 0x73daaf3c 0x73da2559 18 20 124928 608118 29184 40814 144357
1.069313260 172.16.105.1:8554 172.16.106.1:52806 40 0x73dac6c6 0x73da4f9c 28 21 128000 629559 29184 40857 151150
1.119527290 172.16.105.1:8554 172.16.106.1:52806 40 0x73dacc66 0x73da553c 28 21 130560 647882 29184 41530 150009
