0.139996912 172.16.103.1:8554 172.16.104.1:44406 44 0xbd36cfc6 0xbd36a18f 11 2147483647 35328 136390 29184 2
0.173141798 172.16.103.1:8554 172.16.104.1:44406 32 0xbd36db16 0xbd36a18f 11 2147483647 37888 136711 29184 3
0.216224209 172.16.103.1:8554 172.16.104.1:44406 32 0xbd36e997 0xbd36add6 13 2147483647 44032 146471 29184 4
0.255242831 172.16.103.1:8554 172.16.104.1:44406 32 0xbd36fa8f 0xbd36b37e 14 2147483647 46592 150891 29184 5
0.297060639 172.16.103.1:8554 172.16.104.1:44406 32 0xbd370037 0xbd36b926 15 2147483647 49664 155468 29184 6
0.328528658 172.16.103.1:8554 172.16.104.1:44406 44 0xbd3705df 0xbd36bece 16 2147483647 52736 164701 29184 6
0.366575498 172.16.103.1:8554 172.16.104.1:44406 32 0xbd370b87 0xbd36bece 16 2147483647 55296 172547 29184 8
0.398022719 172.16.103.1:8554 172.16.104.1:44406 32 0xbd3716d7 0xbd36ca1e 17 2147483647 58368 184168 29184 9
0.470475043 172.16.103.1:8554 172.16.104.1:44406 32 0xbd371c7f 0xbd36cfc6 18 2147483647 61440 194097 29184 9
0.506606082 172.16.103.1:8554 172.16.104.1:44406 32 0xbd372227 0xbd36d56e 19 2147483647 64000 207676 29184 9
0.529359685 172.16.103.1:8554 172.16.104.1:44406 32 0xbd372227 0xbd36db16 20 2147483647 67072 224073 29184 9
0.538035045 172.16.103.1:8554 172.16.104.1:44406 44 0xbd3737a6 0xbd36de47 21 2147483647 70144 237594 29184 9
0.558334523 172.16.103.1:8554 172.16.104.1:44406 32 0xbd3737a6 0xbd36de47 21 2147483647 72704 250017 29184 9
0.582929509 172.16.103.1:8554 172.16.104.1:44406 44 0xbd3742f6 0xbd36e997 22 2147483647 75776 263426 29184 9
0.609997462 172.16.103.1:8554 172.16.104.1:44406 32 0xbd374e46 0xbd36e997 22 2147483647 78848 274066 29184 9
0.630705746 172.16.103.1:8554 172.16.104.1:44406 32 0xbd374e46 0xbd36f4e7 23 2147483647 81408 286760 29184 9
0.654415128 172.16.103.1:8554 172.16.104.1:44406 32 0xbd375996 0xbd36fa8f 24 2147483647 84480 300454 29184 13
0.690692765 172.16.103.1:8554 172.16.104.1:44406 32 0xbd375f3e 0xbd370037 24 24 87552 311235 29184 13
0.715192025 172.16.103.1:8554 172.16.104.1:44406 32 0xbd3764e6 0xbd3705df 24 24 90112 321039 29184 13
0.750309203 172.16.103.1:8554 172.16.104.1:44406 32 0xbd376a8e 0xbd370b87 24 24 93184 328506 29184 13
0.764442144 172.16.103.1:8554 172.16.104.1:44406 32 0xbd376a8e 0xbd37112f 24 24 96256 335265 29184 13
0.781208458 172.16.103.1:8554 172.16.104.1:44406 32 0xbd376a8e 0xbd3716d7 24 24 98816 342945 29184 14
0.906189692 172.16.103.1:8554 172.16.104.1:44406 32 0xbd377b86 0xbd371c7f 24 24 101888 347594 29184 14
0.959487618 172.16.103.1:8554 172.16.104.1:44406 32 0xbd3786d6 0xbd372227 24 24 104960 354779 29184 14
